"{""specification_name"":""AI Controls Matrix"",""specification_version"":""1.0.3""}",AI CONTROLS MATRIX v1.0.3,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
Business Continuity Management and Operational Resilience,Business Continuity Management Policy and Procedures,BCR-01,"Establish, document, approve, communicate, apply, evaluate and maintain business continuity management and operational resilience policies and procedures. Review and update the policies and procedures at least annually, or when significant changes occur that could impact risk exposure.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI applications, Orchestration","Operations, Continuous monitoring, Maintenance","Archiving, Data deletion, Model disposal",False,False,True,True,True,True,False,True,True
Business Continuity Management and Operational Resilience,Risk Assessment and Impact Analysis,BCR-02,Determine the impact of business disruptions and risks to establish criteria for developing business continuity and operational resilience  strategies and capabilities. Review and update the risk assessment and impact analysis at least  annually or upon significant changes.,Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise",,,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring","Archiving, Model disposal, Data deletion",False,False,True,False,True,True,False,True,True
Business Continuity Management and Operational Resilience,Business Continuity Strategy,BCR-03,"Establish strategies to reduce the impact of business disruptions, and improve resiliency and recovery from business disruptions.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",False,False,True,False,True,True,False,True,True
Business Continuity Management and Operational Resilience,Business Continuity Planning,BCR-04,"Establish, document, approve, communicate, apply, evaluate and  maintain a business continuity plan based on the results of the  operational resilience strategies and capabilities.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",False,False,True,False,True,True,False,True,True
Business Continuity Management and Operational Resilience,Documentation,BCR-05,"Develop, identify, and acquire documentation,  both internally and from external parties,  that is relevant to support the business continuity and operational resilience programs. Make the documentation available to authorized stakeholders and review at least annually or upon significant changes.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",False,False,False,False,False,False,False,False,True
Business Continuity Management and Operational Resilience,Business Continuity Exercises,BCR-06,Follow a structured approach to evaluate the effectiveness of the business continuity and operational resilience plans at planned intervals or upon significant changes.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",False,False,True,False,True,True,False,True,True
Business Continuity Management and Operational Resilience,Communication,BCR-07,Establish and maintain communication channels with all relevant  stakeholders in the course of business continuity and resilience  procedures.,Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",False,False,True,False,True,True,False,True,True
Business Continuity Management and Operational Resilience,Backup,BCR-08,"Periodically perform backups. Ensure the confidentiality, integrity  and availability of the backup, and verify restoration from backup for resiliency.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring",Archiving,False,False,True,True,True,False,False,False,True
Business Continuity Management and Operational Resilience,Disaster Response Plan,BCR-09,"Establish, document, approve, communicate, apply, evaluate and maintain a disaster response plan to recover from natural and man-made disasters. Update the plan at least annually or upon significant changes.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",False,False,False,False,False,False,False,False,True
Business Continuity Management and Operational Resilience,Response Plan Exercise,BCR-10,"Exercise the disaster response plan annually or upon significant changes, including, if possible, participation of local emergency authorities.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",,,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring",Archiving,False,False,True,False,True,True,False,True,True
Business Continuity Management and Operational Resilience,Equipment Redundancy,BCR-11,Supplement business-critical equipment with both locally redundant and geographically dispersed equipment located at a reasonable minimum distance in accordance with applicable industry standards.,Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,False,False,Resource provisioning,,,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring",Archiving,False,False,False,False,False,False,False,False,False
Change Control and Configuration Management - CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change Control and Configuration Management,Change Management Policy and Procedures,CCC-01,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for managing the risks  associated with applying changes to assets owned, controlled or  used by the organization. Review and update the policies and  procedures at least annually, or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,True,True,True,True,False,"Data storage, Resource provisioning","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
Change Control and Configuration Management,Quality Testing,CCC-02,"Establish, maintain and implement a defined quality change  control, approval and testing process incorporating baselines,  testing, and release standards.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise","Training, Design, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Continuous monitoring, Continuous improvement, Maintenance, Operations","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
Change Control and Configuration Management,Change Management Technology,CCC-03,"Implement a change management procedure to manage the risks associated with applying changes to assets owned, controlled or used by the organization.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
Change Control and Configuration Management,Change Authorization,CCC-04,"Implement and enforce a procedure to authorize addition, removal, update, and management of assets, owned, controlled or used by the organization.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise","Training, Design, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
Change Control and Configuration Management,Change Agreements,CCC-05,Include provisions limiting changes directly impacting customer owned environments/tenants to explicitly authorized requests within  service level agreements.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
Change Control and Configuration Management,Change Management Baseline,CCC-06,Establish change management baselines for all relevant authorized changes on organization assets. Review and update the change management baseline at least annually or upon significant changes.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning","Design, Training, Guardrails, Supply Chain","Validation/Red Teaming, Evaluation, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
Change Control and Configuration Management,Detection of Baseline Deviation,CCC-07,Implement detection measures with proactive notification in case of changes deviating from the established baseline.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
Change Control and Configuration Management,Exception Management,CCC-08,"Implement a procedure for the management of exceptions, including emergencies, in the change and configuration process. Align the procedure with the requirements of GRC-04: Policy Exception Process.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
Change Control and Configuration Management,Change Restoration,CCC-09,Define and implement a process to proactively roll back changes to a previous known good state in case of errors or security concerns.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data curation, Data storage, Resource provisioning","Training, Guardrails",Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Maintenance, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True
"Cryptography, Encryption & Key Management - CEK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cryptography, Encryption & Key Management",Encryption and Key Management Policy and Procedures,CEK-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for Cryptography, Encryption and Key Management.  Review and update the policies and procedures at least annually or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,True,True,True,True,True,Data storage,,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",False,False,True,False,False,False,False,False,True
"Cryptography, Encryption & Key Management",CEK Roles and Responsibilities,CEK-02,"Define and implement cryptographic, encryption and key management roles and responsibilities.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),False,True,True,True,True,True,"Data curation, Data storage, Team and expertise",,,"Orchestration, AI Services supply chain, AI applications","Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,False,False,True,True,False,True
